fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha
2018-02-11,8058X,OLIVA,VALENCIA,5,"12,0","0,0","4,3",03:20,"19,8",15:10,29,"1,7","8,3",12:30
2018-02-12,8058X,OLIVA,VALENCIA,5,"9,8","12,3","5,4",23:59,"14,3",04:30,30,"1,1","7,8",03:40
2018-02-13,8058X,OLIVA,VALENCIA,5,"9,6","0,0","2,9",07:10,"16,3",14:00,28,"1,9","11,9",12:00
2018-02-14,8058X,OLIVA,VALENCIA,5,"14,9","0,0","11,1",04:00,"18,7",14:00,27,"3,6","9,4",15:50
2018-02-15,8058X,OLIVA,VALENCIA,5,"16,0","0,0","10,9",21:40,"21,0",12:30,28,"1,9","8,6",10:00
2018-02-16,8058X,OLIVA,VALENCIA,5,"12,4","0,0","8,9",Varias,"16,0",13:00,02,"1,1","3,9",12:30
2018-02-17,8058X,OLIVA,VALENCIA,5,"12,2","12,6","6,8",04:50,"17,5",10:20,29,"1,1","6,7",10:00
2018-02-18,8058X,OLIVA,VALENCIA,5,"9,8","0,9","6,7",22:30,"13,0",02:50,01,"2,2","7,8",04:50
2018-02-19,8058X,OLIVA,VALENCIA,5,"10,2","0,0","5,5",05:50,"14,9",10:40,10,"1,1","6,9",16:10
2018-02-20,8058X,OLIVA,VALENCIA,5,"14,6","0,0","9,8",23:59,"19,5",15:10,28,"1,9","7,2",08:30
2018-02-21,8058X,OLIVA,VALENCIA,5,"10,0","6,6","5,9",23:59,"14,1",11:40,05,"2,5","13,6",15:40
2018-02-22,8058X,OLIVA,VALENCIA,5,"7,4","0,0","3,5",23:59,"11,4",12:00,99,"1,4","5,8",Varias
2018-02-23,8058X,OLIVA,VALENCIA,5,"6,8","0,0","2,7",23:50,"10,8",14:30,99,"1,9","4,2",Varias
2018-02-24,8058X,OLIVA,VALENCIA,5,"6,8","0,0","1,5",04:00,"12,0",13:00,10,"1,9","7,5",16:50
2018-02-25,8058X,OLIVA,VALENCIA,5,"9,0","0,0","3,9",07:10,"14,1",17:30,26,"1,1","5,0",00:40
2018-02-26,8058X,OLIVA,VALENCIA,5,"11,1","1,2","7,5",05:50,"14,7",14:00,99,"2,5","6,4",Varias
2018-02-27,8058X,OLIVA,VALENCIA,5,"8,8","7,8","6,3",Varias,"11,2",00:10,27,"2,2","9,2",11:20
2018-02-28,8058X,OLIVA,VALENCIA,5,"8,1","0,0","6,6",00:10,"9,6",17:00,29,"0,8","4,2",00:10
2018-03-01,8058X,OLIVA,VALENCIA,5,"13,0","0,4","7,5",06:00,"18,5",17:20,27,"2,5","19,2",21:00
2018-03-02,8058X,OLIVA,VALENCIA,5,"13,5","1,0","9,4",06:00,"17,6",22:40,26,"1,1","12,5",00:50
2018-03-03,8058X,OLIVA,VALENCIA,5,"16,8","0,0","13,5",23:59,"20,2",11:40,27,"2,8","11,4",10:20
2018-03-04,8058X,OLIVA,VALENCIA,5,"13,7","1,3","9,4",23:59,"18,0",16:30,28,"0,0","6,7",15:40
2018-03-05,8058X,OLIVA,VALENCIA,5,"14,2","0,1","9,5",,"19,0",13:20,27,"2,8","13,3",08:00
2018-03-06,8058X,OLIVA,VALENCIA,5,"15,2","0,0","11,0",06:50,"19,3",14:40,99,"1,9","12,5",00:10
2018-03-07,8058X,OLIVA,VALENCIA,5,"14,5","0,4","9,7",06:20,"19,3",14:50,29,"2,2","10,8",08:10
2018-03-08,8058X,OLIVA,VALENCIA,5,"12,6","0,0","9,8",06:40,"15,5",16:40,14,"0,8","4,2",16:20
2018-03-09,8058X,OLIVA,VALENCIA,5,"16,6","0,0","11,6",00:20,"21,7",10:30,29,"1,4","8,1",09:30
2018-03-10,8058X,OLIVA,VALENCIA,5,"19,5","0,3","10,9",02:30,"28,1",14:00,29,"1,9","13,3",17:10
2018-03-11,8058X,OLIVA,VALENCIA,5,"15,9","0,0","11,2",04:30,"20,6",13:10,27,"3,1","15,0",21:50
2018-03-12,8058X,OLIVA,VALENCIA,5,"16,5","0,0","13,1",06:50,"19,9",13:20,29,"5,0","16,4",01:50
2018-03-13,8058X,OLIVA,VALENCIA,5,"16,2","0,6","12,2",07:50,"20,3",11:50,30,"1,1","7,2",11:40
2018-03-14,8058X,OLIVA,VALENCIA,5,"15,4","0,0","10,7",06:00,"20,2",16:40,12,"1,4","6,9",16:00
2018-03-15,8058X,OLIVA,VALENCIA,5,"16,5","0,0","12,5",22:00,"20,5",16:40,29,"3,9","13,3",08:00
2018-03-16,8058X,OLIVA,VALENCIA,5,"14,2","0,0","9,2",05:20,"19,2",14:10,26,"3,1","10,6",10:40
2018-03-17,8058X,OLIVA,VALENCIA,5,"14,0","0,0","9,3",05:20,"18,7",14:00,29,"3,3","13,1",01:50
2018-03-18,8058X,OLIVA,VALENCIA,5,"14,2","0,0","10,2",05:10,"18,1",15:50,27,"2,8","10,0",08:30
2018-03-19,8058X,OLIVA,VALENCIA,5,"13,1","2,6","7,7",23:59,"18,5",13:10,26,"4,2","15,3",18:10
2018-03-20,8058X,OLIVA,VALENCIA,5,"9,6","0,0","5,5",23:59,"13,8",11:30,30,"3,6","15,3",03:30
2018-03-21,8058X,OLIVA,VALENCIA,5,"8,6","0,0","3,9",05:50,"13,4",13:20,32,"1,4","7,2",22:30
2018-03-22,8058X,OLIVA,VALENCIA,5,"8,8","0,0","3,2",05:30,"14,4",17:50,27,"1,7","10,8",21:20
2018-03-23,8058X,OLIVA,VALENCIA,5,"16,0","0,6","10,1",05:10,"21,9",13:40,30,"3,6","12,8",10:00
2018-03-24,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,31,"7,5","17,5",09:40
2018-03-25,8058X,OLIVA,VALENCIA,5,,"1,0",,,,,30,"2,5","15,6",01:10
2018-03-26,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,28,"1,7","8,3",07:50
2018-03-27,8058X,OLIVA,VALENCIA,5,"15,1","0,0","8,8",02:00,"21,4",16:40,26,"2,5","12,2",09:10
2018-03-28,8058X,OLIVA,VALENCIA,5,"20,4","0,0","14,3",05:50,"26,5",12:10,26,"1,9","9,4",08:40
2018-03-29,8058X,OLIVA,VALENCIA,5,"18,0","0,0","14,4",06:00,"21,5",11:00,27,"2,2","11,9",01:30
2018-03-30,8058X,OLIVA,VALENCIA,5,"16,0","2,4","11,0",20:50,"21,1",12:10,29,"3,3","10,8",08:50
2018-03-31,8058X,OLIVA,VALENCIA,5,"14,2","0,0","9,0",03:00,"19,5",14:50,31,"5,6","15,8",09:50
2018-04-01,8058X,OLIVA,VALENCIA,5,"14,6","0,0","9,3",03:50,"19,9",14:50,14,"3,1","8,9",15:00
2018-04-02,8058X,OLIVA,VALENCIA,5,"11,8","0,0","7,9",02:40,"15,8",14:40,35,"1,4","6,1",10:30
2018-04-03,8058X,OLIVA,VALENCIA,5,"14,1","0,0","8,0",04:30,"20,2",17:10,11,"1,4","7,2",11:00
2018-04-04,8058X,OLIVA,VALENCIA,5,"17,8","0,0","12,5",04:40,"23,1",13:10,28,"3,1","13,6",08:50
2018-04-05,8058X,OLIVA,VALENCIA,5,"15,8","0,0","11,5",23:59,"20,0",09:10,99,"2,2","9,2",Varias
2018-04-06,8058X,OLIVA,VALENCIA,5,"13,1","0,0","9,5",04:40,"16,7",12:10,03,"1,4","9,7",13:40
2018-04-07,8058X,OLIVA,VALENCIA,5,"13,6","1,7","10,9",23:00,"16,4",13:50,27,"2,5","10,6",19:00
2018-04-08,8058X,OLIVA,VALENCIA,5,"16,0","0,0","10,9",01:00,"21,1",15:20,28,"3,9","11,7",07:50
2018-04-09,8058X,OLIVA,VALENCIA,5,"14,4","0,0","10,7",23:59,"18,0",10:10,27,"2,5","15,0",21:30
2018-04-10,8058X,OLIVA,VALENCIA,5,"14,0","0,9","8,8",23:30,"19,3",13:00,28,"1,4","15,0",22:00
2018-04-11,8058X,OLIVA,VALENCIA,5,"12,2","0,9","8,6",05:20,"15,7",10:20,27,"6,1","18,1",21:10
2018-04-12,8058X,OLIVA,VALENCIA,5,"17,2","0,0","12,8",02:00,"21,5",13:50,27,"2,5","15,6",00:50
2018-04-13,8058X,OLIVA,VALENCIA,5,"14,5","0,0","10,5",22:40,"18,5",15:30,13,"2,2","7,8",16:00
2018-04-14,8058X,OLIVA,VALENCIA,5,"14,0","0,0","10,9",05:50,"17,1",13:40,34,"3,1","7,5",09:50
2018-04-15,8058X,OLIVA,VALENCIA,5,"18,4","0,5","10,9",03:50,"25,9",13:30,30,"3,1","9,2",17:40
2018-04-16,8058X,OLIVA,VALENCIA,5,"16,5","0,0","11,7",23:59,"21,3",12:10,27,"1,9","13,3",10:20
2018-04-17,8058X,OLIVA,VALENCIA,5,"14,8","0,0","9,5",04:00,"20,2",18:20,09,"1,7","6,4",16:00
2018-04-18,8058X,OLIVA,VALENCIA,5,"13,8","0,0","9,0",05:40,"18,5",09:40,99,"1,1","3,6",Varias
2018-04-19,8058X,OLIVA,VALENCIA,5,"13,7","0,0","9,3",05:20,"18,1",Varias,35,"1,7","6,4",10:10
2018-04-20,8058X,OLIVA,VALENCIA,5,"14,8","0,0","11,4",23:59,"18,2",13:00,04,"1,9","5,3",12:10
2018-04-21,8058X,OLIVA,VALENCIA,5,"14,0","0,0","10,0",04:40,"18,1",11:50,01,"0,8","4,2",10:20
2018-04-22,8058X,OLIVA,VALENCIA,5,"15,2","0,0","10,7",05:20,"19,8",10:20,12,"1,1","4,7",16:50
2018-04-23,8058X,OLIVA,VALENCIA,5,"16,9","0,2","12,5",02:50,"21,3",14:30,02,"1,4","4,2",18:40
2018-04-24,8058X,OLIVA,VALENCIA,5,"16,0","0,0","12,5",01:30,"19,6",14:20,03,"1,7","7,2",06:20
2018-04-25,8058X,OLIVA,VALENCIA,5,"16,5","0,1","12,6",00:30,"20,4",12:10,34,"1,9","6,4",12:50
2018-04-26,8058X,OLIVA,VALENCIA,5,"16,8","0,0","13,6",23:59,"20,1",15:40,36,"1,7","6,1",08:10
2018-04-27,8058X,OLIVA,VALENCIA,5,"19,3","0,3","12,3",03:40,"26,3",14:20,27,"2,2","11,4",17:40
2018-04-28,8058X,OLIVA,VALENCIA,5,"17,9","0,0","14,9",Varias,"20,9",16:50,34,"3,1","10,6",17:50
2018-04-29,8058X,OLIVA,VALENCIA,5,"17,0","0,0","11,6",05:00,"22,4",13:30,27,"4,2","15,0",13:10
2018-04-30,8058X,OLIVA,VALENCIA,5,"13,7","0,0","9,9",05:00,"17,5",09:50,27,"1,7","6,7",01:30
2018-05-01,8058X,OLIVA,VALENCIA,5,"13,1","0,0","9,3",23:50,"16,9",13:30,28,"2,5","6,9",01:20
2018-05-02,8058X,OLIVA,VALENCIA,5,"16,8","0,0","8,6",04:40,"25,0",15:00,29,"3,1","11,1",11:10
2018-05-03,8058X,OLIVA,VALENCIA,5,"17,4","0,0","12,6",23:59,"22,1",16:30,12,"3,1","10,3",14:30
2018-05-04,8058X,OLIVA,VALENCIA,5,"14,1","0,0","10,0",05:10,"18,2",14:10,12,"0,8","5,6",15:40
2018-05-07,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,,,,
2018-05-08,8058X,OLIVA,VALENCIA,5,"16,9","0,0","11,1",05:20,"22,7",12:10,12,"1,9","6,4",12:00
2018-05-09,8058X,OLIVA,VALENCIA,5,"20,9","0,2","13,2",04:30,"28,6",14:40,27,"1,9","7,5",15:30
2018-05-10,8058X,OLIVA,VALENCIA,5,"18,0","0,0","14,8",23:59,"21,1",12:00,10,"1,9","8,6",16:40
2018-05-11,8058X,OLIVA,VALENCIA,5,"18,8","0,0","13,7",02:40,"23,8",16:00,13,"2,2","7,5",15:00
2018-05-12,8058X,OLIVA,VALENCIA,5,"20,1","0,0","15,2",05:30,"25,0",15:20,04,"1,9","12,2",23:20
2018-05-13,8058X,OLIVA,VALENCIA,5,"17,4","0,0","13,7",05:00,"21,0",16:20,02,"3,3","10,3",03:00
2018-05-14,8058X,OLIVA,VALENCIA,5,"16,6","0,0","11,7",05:00,"21,4",15:40,12,"2,8","9,7",14:00
2018-05-15,8058X,OLIVA,VALENCIA,5,"17,0","0,0","12,5",05:00,"21,4",16:00,10,"2,8","9,4",14:10
2018-05-16,8058X,OLIVA,VALENCIA,5,"15,7","0,0","11,2",04:00,"20,2",13:50,11,"2,2","7,2",14:00
2018-05-17,8058X,OLIVA,VALENCIA,5,"15,6","0,0","10,6",04:20,"20,6",13:20,10,"2,8","8,1",14:20
2018-05-18,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,08,"1,4","5,0",12:30
2018-05-19,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,10,"2,2","5,0",18:20
2018-05-20,8058X,OLIVA,VALENCIA,5,"16,8","0,0","12,4",04:50,"21,1",13:40,09,"1,9","5,8",15:20
2018-05-21,8058X,OLIVA,VALENCIA,5,"18,4","0,0","14,5",05:20,"22,2",16:30,99,"1,9","7,5",14:50
2018-05-22,8058X,OLIVA,VALENCIA,5,"18,6","0,0","12,6",03:50,"24,5",15:50,11,"1,9","7,8",13:20
2018-05-23,8058X,OLIVA,VALENCIA,5,"19,8","0,0","13,8",05:00,"25,9",15:20,10,"2,8","10,3",15:00
2018-05-24,8058X,OLIVA,VALENCIA,5,"19,6","0,0","16,7",05:00,"22,6",11:30,31,"1,9","6,4",07:40
2018-05-25,8058X,OLIVA,VALENCIA,5,"19,6","0,0","17,2",02:20,"22,1",11:20,34,"2,2","9,4",13:30
2018-05-26,8058X,OLIVA,VALENCIA,5,"20,0","0,0","17,4",23:59,"22,6",13:00,99,"1,7","5,8",11:50
2018-05-27,8058X,OLIVA,VALENCIA,5,"20,0","0,0","16,4",01:30,"23,5",15:50,34,"2,5","8,6",17:50
2018-05-28,8058X,OLIVA,VALENCIA,5,"20,8","0,0","15,9",04:20,"25,6",16:40,14,"2,5","10,0",17:10
2018-05-29,8058X,OLIVA,VALENCIA,5,"19,7","0,0","15,7",04:00,"23,7",16:00,12,"3,3","10,6",13:50
2018-05-30,8058X,OLIVA,VALENCIA,5,"21,0","1,8","16,1",23:40,"25,8",15:10,06,"1,9","8,3",16:40
2018-05-31,8058X,OLIVA,VALENCIA,5,"20,8","0,0","14,9",02:30,"26,8",17:50,09,"2,8","13,6",16:00
2018-06-01,8058X,OLIVA,VALENCIA,5,"20,4","0,0","15,7",05:10,"25,2",16:50,14,"2,8","9,4",16:50
2018-06-02,8058X,OLIVA,VALENCIA,5,"19,2","18,8","16,2",04:10,"22,2",10:50,05,"1,7","9,4",13:20
2018-06-03,8058X,OLIVA,VALENCIA,5,"18,2","15,7","14,6",05:00,"21,7",13:40,28,"2,2","11,1",04:40
2018-06-04,8058X,OLIVA,VALENCIA,5,"20,8","0,0","15,4",04:50,"26,1",17:40,28,"1,4","8,9",23:10
2018-06-05,8058X,OLIVA,VALENCIA,5,"22,6","1,0","19,4",05:50,"25,8",13:50,28,"1,4","10,0",10:10
2018-06-06,8058X,OLIVA,VALENCIA,5,"20,3","0,2","16,5",06:40,"24,1",09:50,34,"1,7","8,6",14:40
2018-06-07,8058X,OLIVA,VALENCIA,5,"20,4","0,0","14,4",04:00,"26,3",17:00,11,"2,5","8,1",14:30
2018-06-08,8058X,OLIVA,VALENCIA,5,"22,4","0,0","16,8",05:00,"27,9",15:30,15,"1,9","8,6",15:50
2018-06-09,8058X,OLIVA,VALENCIA,5,"19,6","1,5","15,9",05:00,"23,2",14:30,31,"1,4","5,8",20:40
2018-06-10,8058X,OLIVA,VALENCIA,5,"20,6","0,0","17,2",04:30,"24,0",10:00,05,"1,7","5,6",11:20
2018-06-11,8058X,OLIVA,VALENCIA,5,"23,0","0,0","18,6",Varias,"27,4",16:30,30,"2,8","7,8",10:50
2018-06-12,8058X,OLIVA,VALENCIA,5,"24,3","0,0","19,4",02:40,"29,2",17:30,99,"2,8","7,8",Varias
2018-06-13,8058X,OLIVA,VALENCIA,5,"22,8","0,0","18,4",03:20,"27,1",16:20,11,"2,8","7,8",17:30
2018-06-14,8058X,OLIVA,VALENCIA,5,"20,3","0,0","17,0",04:20,"23,6",12:20,10,"1,7","6,7",14:20
2018-06-15,8058X,OLIVA,VALENCIA,5,"21,6","0,0","15,1",04:40,"28,2",17:20,13,"1,9","7,8",16:20
2018-06-16,8058X,OLIVA,VALENCIA,5,"22,9","0,0","18,7",04:00,"27,1",16:10,12,"2,5","8,3",14:10
2018-06-17,8058X,OLIVA,VALENCIA,5,"23,0","0,0","19,0",04:40,"27,1",16:40,10,"1,7","9,2",14:20
2018-06-18,8058X,OLIVA,VALENCIA,5,"22,0","0,0","18,2",04:50,"25,8",16:30,99,"2,2","5,8",Varias
2018-06-19,8058X,OLIVA,VALENCIA,5,"21,6","0,0","16,3",03:50,"26,9",18:00,10,"2,5","8,9",14:20
2018-06-20,8058X,OLIVA,VALENCIA,5,"21,7","0,0","17,6",04:00,"25,8",10:30,10,"2,5","8,3",13:10
2018-06-21,8058X,OLIVA,VALENCIA,5,"21,7","0,0","17,2",05:00,"26,2",12:50,08,"2,2","5,8",18:30
2018-06-22,8058X,OLIVA,VALENCIA,5,"23,6","0,0","17,3",05:00,"30,0",18:10,12,"1,9","8,6",16:10
2018-06-23,8058X,OLIVA,VALENCIA,5,"25,9","0,0","20,3",05:20,"31,5",16:00,14,"2,8","9,7",15:00
2018-06-24,8058X,OLIVA,VALENCIA,5,"23,2","0,0","20,2",05:00,"26,3",11:40,10,"2,8","8,6",16:00
2018-06-25,8058X,OLIVA,VALENCIA,5,"24,3","0,0","19,3",05:00,"29,3",15:40,09,"3,3","13,1",19:00
2018-06-26,8058X,OLIVA,VALENCIA,5,"25,6","0,0","20,3",05:00,"30,9",13:00,13,"2,5","9,7",12:30
2018-06-27,8058X,OLIVA,VALENCIA,5,"26,1","0,0","20,4",05:00,"31,8",17:30,14,"1,9","8,9",14:50
2018-06-28,8058X,OLIVA,VALENCIA,5,"24,7","0,0","20,1",05:00,"29,3",12:50,01,"2,5","8,6",18:20
2018-06-29,8058X,OLIVA,VALENCIA,5,"24,8","0,0","22,6",23:59,"26,9",13:00,11,"1,9","6,9",13:50
2018-06-30,8058X,OLIVA,VALENCIA,5,"24,4","0,0","21,4",Varias,"27,3",10:30,99,"1,7","5,0",Varias
2018-07-01,8058X,OLIVA,VALENCIA,5,"25,8","0,0","19,9",05:00,"31,8",17:20,99,"2,2","8,1",19:50
2018-07-02,8058X,OLIVA,VALENCIA,5,"27,1","0,0","20,6",02:40,"33,6",16:10,09,"3,9","9,7",14:30
2018-07-03,8058X,OLIVA,VALENCIA,5,"24,4","0,0","20,5",05:00,"28,2",18:00,12,"2,2","6,9",16:40
2018-07-04,8058X,OLIVA,VALENCIA,5,"26,7","0,0","19,9",05:20,"33,5",17:10,14,"1,7","8,3",15:20
2018-07-05,8058X,OLIVA,VALENCIA,5,"25,5","0,0","22,1",23:59,"28,9",08:50,12,"3,6","9,4",17:20
2018-07-06,8058X,OLIVA,VALENCIA,5,"25,1","0,0","20,9",04:50,"29,3",16:30,12,"3,3","10,6",17:50
2018-07-07,8058X,OLIVA,VALENCIA,5,"24,1","0,0","20,6",04:40,"27,6",13:50,11,"1,9","6,4",15:50
2018-07-08,8058X,OLIVA,VALENCIA,5,"24,7","0,0","21,0",04:00,"28,4",14:50,10,"1,1","5,3",14:50
2018-07-09,8058X,OLIVA,VALENCIA,5,"27,6","0,0","19,6",05:00,"35,5",15:40,17,"2,8","9,2",17:00
2018-07-10,8058X,OLIVA,VALENCIA,5,"27,4","0,0","20,3",05:20,"34,5",17:40,34,"1,7","7,8",22:00
2018-07-11,8058X,OLIVA,VALENCIA,5,"25,3","0,0","22,5",04:50,"28,1",10:10,01,"1,7","7,5",08:20
2018-07-12,8058X,OLIVA,VALENCIA,5,"25,6","0,0","22,8",05:20,"28,5",12:50,02,"2,2","6,4",07:30
2018-07-13,8058X,OLIVA,VALENCIA,5,"25,6","0,0","22,8",23:59,"28,5",11:30,04,"2,5","6,4",06:40
2018-07-14,8058X,OLIVA,VALENCIA,5,"26,8","0,0","21,8",05:00,"31,9",15:20,10,"1,9","7,5",16:10
2018-07-15,8058X,OLIVA,VALENCIA,5,"28,0","0,0","22,2",04:50,"33,9",17:00,13,"1,4","8,9",15:20
2018-07-16,8058X,OLIVA,VALENCIA,5,"28,7","0,0","23,0",23:50,"34,4",13:30,30,"2,8","13,3",09:00
2018-07-17,8058X,OLIVA,VALENCIA,5,"25,2","0,0","19,9",04:00,"30,6",18:00,10,"2,5","11,4",16:10
2018-07-18,8058X,OLIVA,VALENCIA,5,"24,4","0,0","20,4",04:40,"28,3",18:50,12,"2,5","9,2",17:30
2018-07-19,8058X,OLIVA,VALENCIA,5,"25,4","0,0","21,3",05:20,"29,5",16:00,99,"2,8","10,3",Varias
2018-07-20,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,,,,
2018-07-21,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,,,,
2018-07-22,8058X,OLIVA,VALENCIA,5,"23,9","1,3","22,1",23:59,"25,7",Varias,04,"1,7","11,1",08:20
2018-07-23,8058X,OLIVA,VALENCIA,5,"26,8","0,0","20,6",04:50,"32,9",16:50,99,"3,1","10,8",Varias
2018-07-24,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,,,,
2018-07-25,8058X,OLIVA,VALENCIA,5,,"0,0",,,,,,,,
2018-07-26,8058X,OLIVA,VALENCIA,5,"26,6","0,0","22,6",05:40,"30,5",18:40,11,"2,5","10,0",14:30
2018-07-27,8058X,OLIVA,VALENCIA,5,"27,8","0,0","21,4",05:00,"34,3",16:40,14,"2,5","8,6",15:40
2018-07-28,8058X,OLIVA,VALENCIA,5,"27,8","0,0","20,4",05:00,"35,3",16:50,34,"1,7","8,6",20:50
2018-07-29,8058X,OLIVA,VALENCIA,5,"26,7","0,0","22,6",05:30,"30,8",18:40,36,"1,9","8,3",20:50
2018-07-30,8058X,OLIVA,VALENCIA,5,"25,6","0,0","22,1",05:00,"29,0",11:30,12,"1,9","6,4",16:40
2018-07-31,8058X,OLIVA,VALENCIA,5,"26,3","0,0","22,8",05:40,"29,8",18:00,12,"1,1","7,5",15:40
