fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2019-04-05,8293X,XÀTIVA,VALENCIA,88,"14,8",,"7,8",02:00,"21,8",12:40,29,"2,2","14,2",14:00,"6,1","992,8",00,"988,5",17
2019-04-06,8293X,XÀTIVA,VALENCIA,88,"12,0",,"7,4",02:00,"16,6",11:10,25,"3,3","13,9",15:00,"4,4","996,6",23,"991,9",00
2019-04-07,8293X,XÀTIVA,VALENCIA,88,"14,9",,"8,9",02:50,"20,9",15:00,27,"3,9","13,9",13:40,"8,2","1004,4",23,"995,7",01
2019-04-08,8293X,XÀTIVA,VALENCIA,88,"18,0",,"13,0",02:40,"23,0",14:50,28,"4,2","13,6",15:50,"2,0","1004,1",00,"1000,1",15
2019-04-09,8293X,XÀTIVA,VALENCIA,88,"15,9",,"10,6",05:40,"21,2",14:00,26,"5,0","17,2",10:20,"8,6","1003,8",08,"1000,2",16
2019-04-10,8293X,XÀTIVA,VALENCIA,88,"15,8",,"10,2",01:40,"21,3",14:00,27,"4,4","14,2",14:10,"9,7","1004,2",Varias,"999,9",16
2019-04-11,8293X,XÀTIVA,VALENCIA,88,"15,4",,"6,3",05:30,"24,6",15:40,28,"1,7","7,8",15:40,"9,5","1006,2",24,"1001,9",16
2019-04-12,8293X,XÀTIVA,VALENCIA,88,"15,8",,"7,4",05:50,"24,1",15:50,08,"2,5","7,8",15:50,"11,1","1007,1",24,"1003,4",16
2019-04-13,8293X,XÀTIVA,VALENCIA,88,"15,6",,"6,7",05:30,"24,4",14:30,06,"2,2","7,8",12:10,"11,1","1007,8",Varias,"1004,8",17
2019-04-14,8293X,XÀTIVA,VALENCIA,88,"18,5",,"6,6",04:00,"30,4",15:50,27,"2,5","11,4",12:20,"11,3","1006,9",00,"1001,4",Varias
2019-04-15,8293X,XÀTIVA,VALENCIA,88,"16,2",,"12,1",03:50,"20,4",16:00,01,"2,5","7,8",16:10,"1,4","1007,1",09,"1003,7",17
2019-04-16,8293X,XÀTIVA,VALENCIA,88,"16,2",,"9,8",05:50,"22,5",14:00,08,"2,8","9,2",15:00,"11,3","1010,2",22,"1005,3",02
2019-04-17,8293X,XÀTIVA,VALENCIA,88,"16,8",,"13,4",05:00,"20,3",12:30,36,"3,3","8,1",11:40,"2,0","1009,9",00,"1004,5",18
2019-04-18,8293X,XÀTIVA,VALENCIA,88,"13,5",,"12,0",23:40,"15,0",09:00,28,"1,4","10,8",16:30,"0,0","1006,4",00,"1000,6",15
2019-04-19,8293X,XÀTIVA,VALENCIA,88,"13,2",,"11,9",Varias,"14,5",16:30,01,"1,7","16,1",23:50,"0,0","1007,0",22,"1003,3",00
2019-04-20,8293X,XÀTIVA,VALENCIA,88,"13,2",,"12,2",22:00,"14,2",17:30,01,"6,9","16,7",04:30,"0,0","1006,0",00,"1003,2",05
2019-04-21,8293X,XÀTIVA,VALENCIA,88,"12,2",,"11,2",Varias,"13,3",14:00,01,"3,6","14,7",15:20,"0,0","1004,8",00,"994,9",24
2019-04-22,8293X,XÀTIVA,VALENCIA,88,"14,2",,"11,1",05:00,"17,4",15:00,02,"1,7","6,4",01:00,"0,0","994,9",00,"989,1",24
2019-04-23,8293X,XÀTIVA,VALENCIA,88,"16,1",,"9,8",05:40,"22,4",12:10,25,"3,3","14,2",13:40,"2,7","995,3",24,"987,4",05
2019-04-24,8293X,XÀTIVA,VALENCIA,88,"16,8",,"9,7",04:20,"23,9",15:50,26,"4,2","13,9",10:40,"12,4","1000,0",Varias,"995,3",00
2019-04-25,8293X,XÀTIVA,VALENCIA,88,"17,5",,"13,2",23:10,"21,8",17:00,27,"3,6","16,4",16:40,"2,4","1008,8",24,"998,2",05
2019-04-26,8293X,XÀTIVA,VALENCIA,88,"17,0",,"9,2",04:50,"24,9",14:50,27,"2,8","10,3",17:20,"12,9","1014,8",Varias,"1008,7",01
2019-04-27,8293X,XÀTIVA,VALENCIA,88,"17,3",,"8,6",05:00,"26,0",15:30,03,"2,2","6,4",14:20,"12,8","1016,0",07,"1011,4",18
2019-04-28,8293X,XÀTIVA,VALENCIA,88,"18,1",,"10,1",05:40,"26,1",14:50,36,"2,8","10,8",16:00,"12,5","1014,0",00,"1007,9",16
2019-04-29,8293X,XÀTIVA,VALENCIA,88,"18,1",,"13,1",05:00,"23,1",14:40,36,"2,2","9,7",15:10,"7,4","1010,1",00,"1005,4",Varias
2019-04-30,8293X,XÀTIVA,VALENCIA,88,"19,2",,"13,0",03:30,"25,4",14:30,34,"3,1","10,0",14:20,"10,5","1008,0",00,"1003,8",15
2019-05-01,8293X,XÀTIVA,VALENCIA,88,"19,0",,"12,7",02:30,"25,3",13:40,36,"2,2","10,6",16:10,"9,3","1006,1",00,"1001,4",15
2019-05-02,8293X,XÀTIVA,VALENCIA,88,"16,4",,"11,4",23:59,"21,4",14:50,05,"2,2","6,9",16:50,"4,9","1006,0",11,"1002,9",16
2019-05-03,8293X,XÀTIVA,VALENCIA,88,"15,4",,"9,1",03:50,"21,8",12:10,05,"3,3","10,6",14:30,"6,8","1004,1",00,"999,1",13
2019-05-04,8293X,XÀTIVA,VALENCIA,88,"16,6",,"6,9",04:40,"26,2",15:40,14,"2,8","8,3",16:00,"13,4","1003,6",08,"998,3",18
2019-05-05,8293X,XÀTIVA,VALENCIA,88,"17,5",,"9,6",05:20,"25,4",15:20,08,"1,9","8,9",13:40,"13,3","1006,9",22,"1002,4",00
2019-05-06,8293X,XÀTIVA,VALENCIA,88,"17,2",,"9,4",04:00,"24,9",14:00,01,"3,3","9,7",14:50,"12,8","1008,9",08,"1005,5",16
2019-05-07,8293X,XÀTIVA,VALENCIA,88,"22,2",,"14,6",Varias,"29,7",13:50,35,"2,2","7,2",14:40,"10,4","1008,2",00,"1002,2",17
2019-05-08,8293X,XÀTIVA,VALENCIA,88,"21,8",,"13,5",04:00,"30,2",15:30,99,"4,2","16,1",Varias,"8,2","1003,8",00,"999,3",16
2019-05-09,8293X,XÀTIVA,VALENCIA,88,"24,8",,"18,9",06:10,"30,8",15:40,25,"3,3","12,2",12:20,"6,1","1003,7",09,"1000,4",17
2019-05-10,8293X,XÀTIVA,VALENCIA,88,"26,6",,"19,6",05:20,"33,6",15:20,29,"4,2","12,2",12:20,"13,6","1004,4",24,"1000,8",17
2019-05-11,8293X,XÀTIVA,VALENCIA,88,"22,2","0,0","16,2",04:50,"28,2",13:30,01,"2,8","10,3",12:40,"13,6","1013,6",24,"1004,4",00
2019-05-12,8293X,XÀTIVA,VALENCIA,88,"21,0","0,0","13,3",05:00,"28,6",14:00,03,"2,8","8,6",12:50,"13,0","1014,1",06,"1008,0",17
2019-05-13,8293X,XÀTIVA,VALENCIA,88,"20,6","0,0","14,3",01:10,"26,8",13:20,03,"3,1","9,4",13:20,"11,9","1011,0",24,"1007,1",15
2019-05-14,8293X,XÀTIVA,VALENCIA,88,"21,4","0,0","12,6",03:00,"30,1",15:20,21,"2,8","10,0",16:50,"13,2","1010,8",00,"1001,9",Varias
2019-05-15,8293X,XÀTIVA,VALENCIA,88,"20,5","0,0","12,7",04:50,"28,3",12:20,36,"3,9","12,2",15:00,"12,6","1004,6",22,"999,3",13
2019-05-16,8293X,XÀTIVA,VALENCIA,88,"21,4","0,0","16,2",Varias,"26,6",14:00,01,"3,3","9,4",14:30,"10,0","1004,3",00,"993,2",24
2019-05-17,8293X,XÀTIVA,VALENCIA,88,"19,6","0,0","13,2",23:59,"26,0",14:20,27,"6,1","17,5",08:40,"10,3","999,5",22,"991,8",03
2019-05-18,8293X,XÀTIVA,VALENCIA,88,"17,8","0,2","12,3",05:50,"23,2",11:00,03,"2,2","8,6",11:00,"5,4","1000,8",23,"997,2",15
2019-05-19,8293X,XÀTIVA,VALENCIA,88,"17,4","0,0","9,6",04:00,"25,1",11:40,26,"2,5","11,1",11:40,"6,0","1002,2",23,"998,0",15
2019-05-20,8293X,XÀTIVA,VALENCIA,88,"19,3","0,4","10,3",04:10,"28,3",Varias,12,"2,5","10,3",15:40,"12,0","1004,0",23,"999,6",15
2019-05-21,8293X,XÀTIVA,VALENCIA,88,"21,6","11,4","15,1",23:59,"28,1",15:00,99,"2,2","16,9",16:50,"5,0","1006,9",19,"1002,5",15
2019-05-22,8293X,XÀTIVA,VALENCIA,88,"20,8","0,0","12,2",05:00,"29,5",16:30,35,"1,9","8,3",17:20,"12,0","1008,3",08,"1004,6",17
2019-05-23,8293X,XÀTIVA,VALENCIA,88,"23,2","0,0","13,0",05:00,"33,3",15:20,36,"2,8","8,9",16:30,,"1007,9",00,"1002,4",16
2019-05-24,8293X,XÀTIVA,VALENCIA,88,"16,9","3,2","15,2",23:59,"18,6",08:00,01,"2,5","11,4",13:20,"0,1","1005,4",Varias,"1002,3",02
2019-05-25,8293X,XÀTIVA,VALENCIA,88,"19,4","0,2","14,9",05:00,"23,9",17:00,09,"1,1","6,4",Varias,"5,6","1007,8",Varias,"1004,3",Varias
2019-05-26,8293X,XÀTIVA,VALENCIA,88,"19,8","0,0","12,9",04:50,"26,8",14:00,99,"2,5","8,6",Varias,"14,0","1007,4",00,"1003,4",18
2019-05-27,8293X,XÀTIVA,VALENCIA,88,"22,2","0,0","13,0",05:00,"31,5",15:20,02,"3,1","11,9",16:30,"13,8","1004,6",00,"998,2",16
2019-05-28,8293X,XÀTIVA,VALENCIA,88,"21,4","0,0","14,4",05:00,"28,3",15:00,06,"2,5","8,3",14:00,"13,8","1007,8",24,"1001,1",15
2019-05-29,8293X,XÀTIVA,VALENCIA,88,"19,5","0,0","12,4",05:10,"26,6",15:00,06,"2,5","10,8",16:30,"14,2","1013,6",24,"1007,7",01
2019-05-30,8293X,XÀTIVA,VALENCIA,88,"20,2","0,0","11,1",04:50,"29,4",14:10,02,"2,5","8,3",15:40,"14,2","1014,8",08,"1011,3",Varias
2019-05-31,8293X,XÀTIVA,VALENCIA,88,"21,6","0,0","13,5",04:50,"29,7",15:10,03,"2,8","8,1",15:30,"14,2","1014,3",00,"1010,5",17
2019-06-01,8293X,XÀTIVA,VALENCIA,88,"21,8","0,0","12,7",04:50,"31,0",14:30,99,"2,5","7,8",Varias,"14,2","1012,8",00,"1008,0",17
2019-06-02,8293X,XÀTIVA,VALENCIA,88,"22,5","0,0","12,3",04:40,"32,7",13:10,36,"2,5","8,3",16:40,"14,0","1010,7",00,"1005,4",17
2019-06-03,8293X,XÀTIVA,VALENCIA,88,"23,7","0,0","13,7",04:50,"33,7",14:30,36,"3,9","8,9",16:10,"12,0","1008,1",00,"1003,0",15
2019-06-04,8293X,XÀTIVA,VALENCIA,88,"23,8","0,0","14,9",04:30,"32,6",15:10,35,"3,6","10,6",16:50,"13,5","1004,5",00,"996,4",Varias
2019-06-05,8293X,XÀTIVA,VALENCIA,88,"23,0","0,0","16,3",23:40,"29,7",15:30,29,"4,2","18,3",11:30,"11,6","1002,8",24,"995,9",04
2019-06-06,8293X,XÀTIVA,VALENCIA,88,"20,0","0,0","11,8",04:40,"28,1",16:30,05,"3,9","10,6",13:10,"13,6","1004,1",Varias,"998,4",17
2019-06-07,8293X,XÀTIVA,VALENCIA,88,"24,0","0,0","15,6",05:30,"32,3",16:40,28,"3,3","13,6",10:40,"14,0","1008,9",24,"1000,4",03
2019-06-08,8293X,XÀTIVA,VALENCIA,88,"19,6","0,0","16,2",23:59,"23,0",13:30,06,"3,3","9,7",08:40,"4,3","1012,6",11,"1008,9",00
2019-06-09,8293X,XÀTIVA,VALENCIA,88,"23,4","0,0","15,1",03:50,"31,7",17:10,36,"2,2","6,4",18:50,"5,9","1009,3",00,"1000,5",17
2019-06-10,8293X,XÀTIVA,VALENCIA,88,"23,0","0,0","15,1",02:30,"30,9",14:30,36,"2,5","9,2",18:20,"13,2","1004,4",07,"999,3",17
2019-06-11,8293X,XÀTIVA,VALENCIA,88,"20,2","0,0","15,2",23:59,"25,2",11:00,08,"4,2","11,4",14:10,"5,3","1004,6",23,"999,0",Varias
2019-06-12,8293X,XÀTIVA,VALENCIA,88,"18,4","0,0","11,4",04:50,"25,3",16:30,02,"2,8","12,5",12:50,"13,5","1005,7",08,"1001,6",17
2019-06-13,8293X,XÀTIVA,VALENCIA,88,"20,5","0,0","16,4",23:50,"24,6",16:10,99,"3,9","8,9",Varias,"5,3","1004,3",08,"1000,3",18
2019-06-14,8293X,XÀTIVA,VALENCIA,88,"25,8","0,0","15,6",01:00,"35,9",17:00,23,"2,2","13,3",15:30,"12,1","1003,7",24,"997,9",17
2019-06-15,8293X,XÀTIVA,VALENCIA,88,"26,3","0,0","17,7",04:20,"34,9",16:10,26,"3,1","9,7",15:50,"13,3","1009,1",24,"1003,3",16
2019-06-16,8293X,XÀTIVA,VALENCIA,88,"21,8","0,0","15,6",04:00,"27,9",13:30,33,"2,2","9,2",14:10,"7,2","1010,5",Varias,"1006,6",17
2019-06-17,8293X,XÀTIVA,VALENCIA,88,"25,1","0,0","14,6",05:00,"35,6",13:30,04,"3,1","10,3",14:20,"14,1","1007,8",00,"1001,8",17
2019-06-18,8293X,XÀTIVA,VALENCIA,88,"25,6","0,0","15,3",05:00,"35,9",15:20,35,"3,1","8,9",15:30,"14,0","1005,6",00,"1000,3",16
2019-06-19,8293X,XÀTIVA,VALENCIA,88,"27,1","0,0","16,4",05:00,"37,8",14:40,20,"3,1","11,1",13:30,"14,2","1003,2",07,"998,9",17
2019-06-20,8293X,XÀTIVA,VALENCIA,88,"23,0","0,0","17,2",05:00,"28,7",14:00,01,"3,3","11,1",14:30,"13,9","1003,4",24,"1000,7",17
2019-06-21,8293X,XÀTIVA,VALENCIA,88,"24,1","0,0","19,1",23:59,"29,1",14:50,02,"3,1","8,9",16:30,"7,6","1006,6",24,"1002,7",15
2019-06-22,8293X,XÀTIVA,VALENCIA,88,"23,6","0,0","16,7",05:00,"30,5",15:30,99,"3,1","7,8",Varias,"12,6","1007,1",08,"1002,8",17
2019-06-23,8293X,XÀTIVA,VALENCIA,88,"26,4","0,0","19,5",05:40,"33,3",14:00,27,"3,1","13,6",03:20,"13,4","1005,2",23,"1001,2",17
2019-06-24,8293X,XÀTIVA,VALENCIA,88,"24,5","0,0","17,4",05:00,"31,6",14:20,02,"3,6","9,2",12:30,"13,7","1005,4",23,"1002,6",Varias
2019-06-25,8293X,XÀTIVA,VALENCIA,88,"23,8","0,0","16,7",05:00,"30,8",14:00,01,"3,6","11,1",14:10,"10,2","1008,1",23,"1004,7",04
2019-06-26,8293X,XÀTIVA,VALENCIA,88,"26,4","0,0","21,6",23:30,"31,2",14:50,99,"4,2","9,7",16:50,"8,2","1009,6",24,"1006,6",03
2019-06-27,8293X,XÀTIVA,VALENCIA,88,"26,8","0,0","20,8",05:10,"32,9",14:40,04,"3,1","9,7",Varias,"12,2","1009,9",09,"1007,0",17
2019-06-28,8293X,XÀTIVA,VALENCIA,88,"29,0","0,0","20,0",05:30,"37,9",13:50,02,"2,5","7,5",12:50,"14,1","1007,7",01,"1003,3",17
2019-06-29,8293X,XÀTIVA,VALENCIA,88,"28,9","0,0","18,0",04:50,"39,8",14:20,36,"2,2","8,3",13:40,"14,1","1005,4",00,"1001,9",17
2019-06-30,8293X,XÀTIVA,VALENCIA,88,"27,8","0,0","18,5",04:30,"37,1",13:30,34,"3,9","9,4",15:40,"13,9","1007,2",09,"1004,8",17
2019-07-01,8293X,XÀTIVA,VALENCIA,88,"26,4","0,0","19,6",05:00,"33,2",13:10,35,"3,6","11,7",14:50,"12,8","1006,6",00,"1003,6",16
2019-07-02,8293X,XÀTIVA,VALENCIA,88,"27,4","0,0","22,5",23:59,"32,4",13:30,36,"4,2","11,4",13:20,"10,9","1005,8",Varias,"1002,5",17
2019-07-03,8293X,XÀTIVA,VALENCIA,88,"26,8","0,0","19,6",05:00,"34,0",14:00,05,"3,6","11,1",12:40,"13,9","1005,1",24,"1001,6",17
2019-07-04,8293X,XÀTIVA,VALENCIA,88,"26,6","0,0","20,4",03:00,"32,8",12:20,03,"3,6","9,7",12:40,"12,8","1006,9",23,"1004,1",16
2019-07-05,8293X,XÀTIVA,VALENCIA,88,"28,2","0,0","20,1",05:00,"36,3",15:40,99,"1,9","7,8",Varias,"13,4","1007,0",07,"1002,0",17
2019-07-06,8293X,XÀTIVA,VALENCIA,88,"31,0","0,0","21,5",05:50,"40,4",13:10,21,"1,9","14,4",23:10,"7,7","1004,9",00,"999,1",19
2019-07-07,8293X,XÀTIVA,VALENCIA,88,"32,7","0,2","24,9",23:20,"40,5",13:50,23,"3,1","14,7",00:40,"6,7","1004,2",22,"997,7",16
2019-07-08,8293X,XÀTIVA,VALENCIA,88,"26,0","2,8","22,3",23:50,"29,6",14:00,09,"3,3","10,3",17:20,"4,1","1002,9",10,"999,5",17
2019-07-09,8293X,XÀTIVA,VALENCIA,88,"28,6","0,0","20,7",04:50,"36,5",15:30,06,"2,8","10,8",16:50,"13,7","1004,2",Varias,"999,1",16
2019-07-10,8293X,XÀTIVA,VALENCIA,88,"28,0","0,0","21,2",05:00,"34,9",15:40,36,"3,3","11,1",14:20,"13,2","1005,2",Varias,"1001,3",17
2019-07-11,8293X,XÀTIVA,VALENCIA,88,"29,6","0,0","20,3",05:00,"39,0",14:00,99,"2,2","8,3",Varias,"13,6","1004,9",00,"1000,7",Varias
2019-07-12,8293X,XÀTIVA,VALENCIA,88,"31,0","0,0","21,2",05:20,"40,8",14:50,01,"2,8","7,8",18:20,"11,2","1005,6",08,"1001,3",16
2019-07-13,8293X,XÀTIVA,VALENCIA,88,"28,4","0,0","24,0",02:00,"32,9",15:20,36,"3,1","8,3",11:30,"8,5","1004,8",08,"1000,8",20
2019-07-14,8293X,XÀTIVA,VALENCIA,88,"28,2","0,0","20,8",05:20,"35,5",13:30,04,"2,5","9,7",15:00,"13,6","1001,8",22,"998,8",14
2019-07-15,8293X,XÀTIVA,VALENCIA,88,"28,9","0,0","21,1",05:00,"36,7",13:20,15,"3,3","15,3",04:00,"13,6","1003,8",24,"998,4",Varias
2019-07-16,8293X,XÀTIVA,VALENCIA,88,"29,0","0,0","23,5",03:20,"34,5",15:50,01,"3,6","9,7",14:00,"12,3","1005,5",Varias,"1001,7",17
2019-07-17,8293X,XÀTIVA,VALENCIA,88,"28,6","0,0","21,6",05:00,"35,7",15:40,01,"3,1","10,3",13:00,"12,0","1004,8",00,"1000,3",17
2019-07-18,8293X,XÀTIVA,VALENCIA,88,"28,1","0,0","21,9",05:30,"34,3",16:40,35,"3,6","8,6",12:50,"13,0","1005,5",24,"1001,5",17
2019-07-19,8293X,XÀTIVA,VALENCIA,88,"27,6","0,0","20,8",05:30,"34,5",15:00,32,"3,3","9,7",13:50,"13,5","1006,4",08,"1002,5",17
2019-07-20,8293X,XÀTIVA,VALENCIA,88,"27,8","0,0","21,8",04:40,"33,7",13:20,02,"3,1","9,2",13:50,"10,7","1008,1",23,"1004,1",03
2019-07-21,8293X,XÀTIVA,VALENCIA,88,"28,2","0,0","22,4",05:20,"34,0",14:10,05,"3,1","9,7",11:50,"12,5","1011,6",23,"1007,4",02
2019-07-22,8293X,XÀTIVA,VALENCIA,88,,,,,,,,,,,"12,4",,,,
2019-08-01,8293X,XÀTIVA,VALENCIA,88,"26,2","0,0","20,5",04:40,"31,9",12:30,36,"3,1","8,9",16:20,"9,9","1004,8",00,"1000,4",17
2019-08-02,8293X,XÀTIVA,VALENCIA,88,"27,4","0,0","20,4",05:00,"34,3",14:30,34,"3,1","8,6",17:30,"12,3","1005,7",23,"1002,5",17
2019-08-03,8293X,XÀTIVA,VALENCIA,88,"28,0","0,0","20,8",05:30,"35,3",15:00,34,"2,5","8,1",16:50,"12,9","1005,4",00,"1000,8",17
2019-08-04,8293X,XÀTIVA,VALENCIA,88,"28,0","0,0","20,7",05:40,"35,3",12:20,34,"2,8","9,2",14:40,"12,6","1005,0",Varias,"1000,4",16
2019-08-05,8293X,XÀTIVA,VALENCIA,88,"29,1","0,0","23,5",Varias,"34,7",15:40,35,"3,3","8,3",15:00,"10,7","1005,0",00,"1000,5",17
2019-08-06,8293X,XÀTIVA,VALENCIA,88,"31,4","0,0","24,4",06:00,"38,3",13:50,36,"2,5","10,0",15:20,"11,4","1003,1",00,"997,7",17
2019-08-07,8293X,XÀTIVA,VALENCIA,88,"30,6","0,0","21,8",05:50,"39,5",15:30,28,"2,5","9,2",15:10,"8,9","1002,9",22,"998,2",02
2019-08-08,8293X,XÀTIVA,VALENCIA,88,"32,0","0,0","21,7",05:30,"42,3",15:30,06,"2,2","7,8",11:50,"13,1","1002,9",07,"998,5",17
2019-08-09,8293X,XÀTIVA,VALENCIA,88,"32,3","0,0","21,1",05:20,"43,5",15:00,31,"2,8","10,6",15:10,"12,9","1002,9",24,"999,3",17
2019-08-10,8293X,XÀTIVA,VALENCIA,88,"31,6","0,0","25,6",04:00,"37,7",12:00,06,"3,9","9,7",12:10,"12,5","1006,4",08,"1002,8",Varias
2019-08-11,8293X,XÀTIVA,VALENCIA,88,"32,8","0,0","25,4",05:30,"40,2",14:30,02,"1,1","9,7",15:00,"10,4","1004,8",00,"999,4",15
2019-08-12,8293X,XÀTIVA,VALENCIA,88,"26,4","0,0","21,7",05:50,"31,0",13:00,99,"3,6","9,7",Varias,"8,4","1008,4",24,"1001,8",02
2019-08-13,8293X,XÀTIVA,VALENCIA,88,"26,1","0,0","21,5",03:30,"30,7",16:50,36,"3,6","9,4",13:10,"6,2","1009,0",10,"1005,6",17
2019-08-14,8293X,XÀTIVA,VALENCIA,88,"28,8","0,0","19,8",05:00,"37,9",14:30,33,"2,2","8,3",18:40,"12,4","1008,9",06,"1003,6",17
2019-08-15,8293X,XÀTIVA,VALENCIA,88,"28,2","0,0","20,9",05:00,"35,4",15:30,36,"3,6","10,0",13:30,"12,3","1008,2",23,"1004,2",16
2019-08-16,8293X,XÀTIVA,VALENCIA,88,"29,0","0,0","23,0",05:00,"34,9",15:10,34,"3,3","8,6",17:40,"11,6","1008,3",08,"1003,4",17
2019-08-17,8293X,XÀTIVA,VALENCIA,88,"29,4","0,0","21,6",05:00,"37,2",14:40,09,"2,8","20,0",19:40,"12,1","1006,0",00,"1001,0",16
2019-08-18,8293X,XÀTIVA,VALENCIA,88,"32,0","0,0","22,3",05:40,"41,6",15:30,15,"1,9","9,2",15:40,"10,3","1003,6",00,"997,6",16
2019-08-19,8293X,XÀTIVA,VALENCIA,88,"28,8","0,0","24,4",05:00,"33,2",13:50,02,"3,3","9,7",13:50,"5,4","1005,3",22,"1001,7",02
2019-08-20,8293X,XÀTIVA,VALENCIA,88,"26,8","1,4","21,9",19:30,"31,8",11:20,36,"4,2","13,9",12:40,"4,0","1010,1",22,"1003,9",02
2019-08-21,8293X,XÀTIVA,VALENCIA,88,"25,5","0,2","20,9",23:59,"30,1",15:00,,"3,1",,,,"1010,1",Varias,"1007,5",19
2019-08-22,8293X,XÀTIVA,VALENCIA,88,"25,4","0,0","17,7",05:00,"33,2",14:40,,"2,2",,,"11,9","1010,4",10,"1007,8",Varias
2019-08-23,8293X,XÀTIVA,VALENCIA,88,"26,4","0,0","19,0",05:00,"33,7",13:50,27,"2,8","16,1",23:40,"11,6","1010,5",Varias,"1006,9",18
2019-08-24,8293X,XÀTIVA,VALENCIA,88,"25,9","0,0","18,1",05:50,"33,7",14:20,06,"3,1","8,9",14:20,"11,7","1009,2",07,"1006,0",18
2019-08-25,8293X,XÀTIVA,VALENCIA,88,"26,3","0,0","19,6",06:00,"33,0",12:50,27,"3,1","13,9",01:00,"11,0","1008,1",08,"1004,8",15
2019-08-26,8293X,XÀTIVA,VALENCIA,88,"24,4","2,0","19,6",05:50,"29,3",13:50,08,"3,1","11,7",11:30,"3,5","1007,4",10,"1003,1",19
2019-08-27,8293X,XÀTIVA,VALENCIA,88,"24,7","0,2","18,3",03:30,"31,1",15:30,99,"1,7","12,5",Varias,"6,8","1007,1",24,"1003,2",16
2019-08-28,8293X,XÀTIVA,VALENCIA,88,"24,9","0,2","16,9",04:30,"32,9",15:10,02,"2,8","7,8",14:30,"11,6","1008,4",23,"1005,0",Varias
2019-08-29,8293X,XÀTIVA,VALENCIA,88,"26,8","0,0","18,4",05:00,"35,3",15:00,11,"1,9","7,8",16:30,"10,6","1009,7",Varias,"1006,6",16
2019-08-30,8293X,XÀTIVA,VALENCIA,88,"28,0","0,0","20,5",04:50,"35,6",14:50,09,"2,8","13,9",21:20,"11,2","1009,8",07,"1006,0",15
2019-08-31,8293X,XÀTIVA,VALENCIA,88,"28,0","0,0","19,3",05:30,"36,8",15:40,01,"1,7","6,7",14:30,"11,2","1007,5",00,"1002,3",Varias
2019-09-01,8293X,XÀTIVA,VALENCIA,88,"28,6","0,0","19,6",05:00,"37,7",13:40,35,"2,8","11,7",19:10,"9,1","1005,0",24,"1000,1",16
2019-09-02,8293X,XÀTIVA,VALENCIA,88,"24,9","0,2","20,2",07:00,"29,6",16:00,35,"1,9","9,2",02:10,"5,5","1009,7",24,"1004,8",01
2019-09-03,8293X,XÀTIVA,VALENCIA,88,"26,6","0,0","20,2",06:00,"33,0",14:10,09,"1,7","14,7",19:30,"10,6","1010,9",09,"1007,2",16
2019-09-04,8293X,XÀTIVA,VALENCIA,88,"28,0","0,0","22,9",05:00,"33,2",14:20,33,"1,9","13,6",19:10,"7,3","1009,6",00,"1004,4",18
2019-09-05,8293X,XÀTIVA,VALENCIA,88,"26,0","0,2","21,7",23:59,"30,2",14:10,12,"2,5","7,8",15:50,"7,6","1008,4",Varias,"1005,5",02
2019-09-06,8293X,XÀTIVA,VALENCIA,88,"24,0","0,0","20,4",06:00,"27,7",13:40,36,"2,2","8,6",13:10,"5,3","1009,8",09,"1006,9",17
2019-09-07,8293X,XÀTIVA,VALENCIA,88,"22,8","0,0","18,1",04:30,"27,5",16:40,36,"2,5","8,6",11:20,"3,3","1010,0",09,"1006,6",17
2019-09-08,8293X,XÀTIVA,VALENCIA,88,"24,1","0,0","17,5",06:00,"30,7",13:30,15,"2,5","14,2",18:50,"9,5","1008,3",00,"1004,1",17
2019-09-09,8293X,XÀTIVA,VALENCIA,88,"26,4","0,0","18,4",05:30,"34,5",13:40,20,"2,8","12,8",16:40,"7,9","1007,1",00,"999,8",17
2019-09-10,8293X,XÀTIVA,VALENCIA,88,"22,6","6,2","17,3",23:59,"27,9",14:20,33,"4,4","13,9",12:40,"6,4","1003,8",23,"997,8",05
2019-09-11,8293X,XÀTIVA,VALENCIA,88,"17,8","44,4","14,4",07:00,"21,2",15:40,08,"3,3","14,7",19:00,"1,2","1012,3",20,"1003,2",04
2019-09-12,8293X,XÀTIVA,VALENCIA,88,"21,0","12,6","18,0",00:10,"24,0",16:50,02,"5,0","19,2",02:40,"0,6","1016,0",10,"1009,4",01
2019-09-13,8293X,XÀTIVA,VALENCIA,88,"21,6","30,2","18,8",21:00,"24,5",11:20,08,"3,6","11,9",16:30,"0,7","1015,2",21,"1010,3",07
2019-09-14,8293X,XÀTIVA,VALENCIA,88,"20,4","1,2","17,0",05:50,"23,7",13:50,23,"2,5","13,3",04:40,"2,1","1016,6",05,"1010,1",18
2019-09-15,8293X,XÀTIVA,VALENCIA,88,"23,0","0,2","20,7",06:30,"25,2",13:40,01,"3,1","11,9",09:40,"0,4","1011,6",00,"1007,9",18
2019-09-16,8293X,XÀTIVA,VALENCIA,88,"24,8","0,0","20,1",23:59,"29,4",14:20,36,"2,2","7,2",17:20,"5,2","1009,4",10,"1006,2",17
2019-09-17,8293X,XÀTIVA,VALENCIA,88,"24,0","0,0","18,7",06:00,"29,4",14:40,99,"1,4","5,0",14:30,"6,8","1007,7",10,"1003,6",Varias
