fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
"2020-04-08,8309X,UTIEL,VALENCIA,758,""13,0"",""0,0"",""6,5"",06:00,""19,6"",14:00,13,""2,5"",""8,9"",16:10,""11,0"",""938,2"",00,""933,5"",16"
"2020-04-09,8309X,UTIEL,VALENCIA,758,""10,8"",""0,0"",""4,1"",05:20,""17,4"",13:40,13,""3,1"",""7,2"",13:00,""1,8"",""935,4"",00,""932,8"",17"
"2020-04-10,8309X,UTIEL,VALENCIA,758,""12,8"",""0,4"",""8,8"",06:00,""16,7"",13:00,13,""2,2"",""7,5"",15:20,""0,7"",""935,9"",21,""933,6"",04"
"2020-04-11,8309X,UTIEL,VALENCIA,758,""13,8"",""0,0"",""7,8"",23:59,""19,8"",13:30,09,""3,3"",""10,0"",16:20,""8,6"",""935,5"",10,""932,5"",16"
"2020-04-12,8309X,UTIEL,VALENCIA,758,""11,6"",""0,0"",""5,2"",05:00,""17,9"",15:00,15,""3,9"",""10,8"",10:40,""10,6"",""934,2"",00,""924,8"",24"
"2020-04-13,8309X,UTIEL,VALENCIA,758,""15,0"",""0,0"",""8,8"",Varias,""21,3"",15:30,13,""3,1"",""9,4"",17:50,""7,3"",""925,0"",00,""920,2"",16"
"2020-04-14,8309X,UTIEL,VALENCIA,758,""13,0"",""0,0"",""9,9"",23:50,""16,1"",16:20,14,""4,2"",""8,3"",16:10,""2,8"",""928,0"",23,""924,3"",04"
"2020-04-15,8309X,UTIEL,VALENCIA,758,""11,6"",""10,4"",""8,1"",02:40,""15,0"",14:40,12,""4,7"",""11,9"",09:50,""1,4"",""932,6"",24,""926,5"",05"
"2020-04-16,8309X,UTIEL,VALENCIA,758,""14,2"",""0,0"",""9,3"",04:00,""19,1"",13:30,14,""3,3"",""10,0"",15:30,""7,0"",""932,5"",00,""928,9"",17"
"2020-04-17,8309X,UTIEL,VALENCIA,758,""15,0"",""0,4"",""9,1"",06:00,""21,0"",15:50,14,""2,2"",""7,8"",13:40,""7,3"",""931,0"",06,""927,9"",17"
